transaction_id,member_id,branch,transaction_date,transaction_type,amount_kes,balance_after_kes,notes
SAV022526,MEM0972,Nakuru,2023-02-01,Deposit,2850.0,5900.0,Monthly contribution
SAV022527,MEM0972,Nakuru,2023-03-03,Deposit,3290.0,9190.0,Monthly contribution
SAV022549,MEM0972,Nakuru,2023-03-04,Withdrawal,-15000.0,-5810.0,Member withdrawal request
SAV022528,MEM0972,Nakuru,2023-04-04,Deposit,3040.0,-2770.0,Monthly contribution
SAV022529,MEM0972,Nakuru,2023-05-02,Deposit,3280.0,510.0,Monthly contribution
SAV022530,MEM0972,Nakuru,2023-06-02,Deposit,2990.0,3500.0,Monthly contribution
SAV022531,MEM0972,Nakuru,2023-07-01,Deposit,2770.0,6270.0,Monthly contribution
SAV022532,MEM0972,Nakuru,2023-08-06,Deposit,2950.0,9220.0,Monthly contribution
SAV022533,MEM0972,Nakuru,2023-09-02,Deposit,3030.0,12250.0,Monthly contribution
SAV022534,MEM0972,Nakuru,2023-10-01,Deposit,2930.0,15180.0,Monthly contribution
SAV022535,MEM0972,Nakuru,2023-11-05,Deposit,3010.0,18190.0,Monthly contribution
SAV022536,MEM0972,Nakuru,2023-12-05,Deposit,3300.0,21490.0,Monthly contribution
SAV022537,MEM0972,Nakuru,2024-01-01,Deposit,2830.0,24320.0,Monthly contribution
SAV022538,MEM0972,Nakuru,2024-02-05,Deposit,2920.0,27240.0,Monthly contribution
SAV022539,MEM0972,Nakuru,2024-03-04,Deposit,2840.0,30080.0,Monthly contribution
SAV022540,MEM0972,Nakuru,2024-04-03,Deposit,3210.0,33290.0,Monthly contribution
SAV022541,MEM0972,Nakuru,2024-05-05,Deposit,2860.0,36150.0,Monthly contribution
SAV022542,MEM0972,Nakuru,2024-06-02,Deposit,3030.0,39180.0,Monthly contribution
SAV022543,MEM0972,Nakuru,2024-07-02,Deposit,3020.0,42200.0,Monthly contribution
SAV022544,MEM0972,Nakuru,2024-08-03,Deposit,2970.0,45170.0,Monthly contribution
SAV022545,MEM0972,Nakuru,2024-09-04,Deposit,3290.0,48460.0,Monthly contribution
SAV022546,MEM0972,Nakuru,2024-10-02,Deposit,3230.0,51690.0,Monthly contribution
SAV022547,MEM0972,Nakuru,2024-11-01,Deposit,3030.0,54720.0,Monthly contribution
SAV022548,MEM0972,Nakuru,2024-12-02,Deposit,2830.0,57550.0,Monthly contribution
SAV022550,MEM0973,Nairobi,2023-01-02,Deposit,1910.0,1910.0,Monthly contribution
SAV022551,MEM0973,Nairobi,2023-02-03,Deposit,1920.0,3830.0,Monthly contribution
SAV022552,MEM0973,Nairobi,2023-03-01,Deposit,1930.0,5760.0,Monthly contribution
SAV022553,MEM0973,Nairobi,2023-04-04,Deposit,1980.0,7740.0,Monthly contribution
SAV022554,MEM0973,Nairobi,2023-05-01,Deposit,2150.0,9890.0,Monthly contribution
SAV022555,MEM0973,Nairobi,2023-06-02,Deposit,1810.0,11700.0,Monthly contribution
SAV022556,MEM0973,Nairobi,2023-07-03,Deposit,2170.0,13870.0,Monthly contribution
SAV022557,MEM0973,Nairobi,2023-08-05,Deposit,2060.0,15930.0,Monthly contribution
SAV022558,MEM0973,Nairobi,2023-09-02,Deposit,2010.0,17940.0,Monthly contribution
SAV022559,MEM0973,Nairobi,2023-10-05,Deposit,2170.0,20110.0,Monthly contribution
SAV022560,MEM0973,Nairobi,2023-11-06,Deposit,2090.0,22200.0,Monthly contribution
SAV022561,MEM0973,Nairobi,2023-12-05,Deposit,1850.0,24050.0,Monthly contribution
SAV022562,MEM0973,Nairobi,2024-01-05,Deposit,1810.0,25860.0,Monthly contribution
SAV022563,MEM0973,Nairobi,2024-02-05,Deposit,2120.0,27980.0,Monthly contribution
SAV022564,MEM0973,Nairobi,2024-03-02,Deposit,2060.0,30040.0,Monthly contribution
SAV022565,MEM0973,Nairobi,2024-04-03,Deposit,2010.0,32050.0,Monthly contribution
SAV022566,MEM0974,Nairobi,2023-01-02,Deposit,910.0,910.0,Monthly contribution
SAV022567,MEM0974,Nairobi,2023-02-05,Deposit,1050.0,1960.0,Monthly contribution
SAV022568,MEM0974,Nairobi,2023-03-04,Deposit,960.0,2920.0,Monthly contribution
SAV022569,MEM0974,Nairobi,2023-04-05,Deposit,1020.0,3940.0,Monthly contribution
SAV022570,MEM0974,Nairobi,2023-05-03,Deposit,1050.0,4990.0,Monthly contribution
SAV022571,MEM0974,Nairobi,2023-06-06,Deposit,1000.0,5990.0,Monthly contribution
SAV022572,MEM0974,Nairobi,2023-07-04,Deposit,970.0,6960.0,Monthly contribution
SAV022573,MEM0974,Nairobi,2023-08-03,Deposit,910.0,7870.0,Monthly contribution
SAV022574,MEM0974,Nairobi,2023-09-03,Deposit,990.0,8860.0,Monthly contribution
SAV022575,MEM0974,Nairobi,2023-10-02,Deposit,920.0,9780.0,Monthly contribution
SAV022576,MEM0974,Nairobi,2023-11-01,Deposit,940.0,10720.0,Monthly contribution
SAV022577,MEM0974,Nairobi,2023-12-01,Deposit,990.0,11710.0,Monthly contribution
SAV022578,MEM0974,Nairobi,2024-01-04,Deposit,980.0,12690.0,Monthly contribution
SAV022579,MEM0974,Nairobi,2024-02-04,Deposit,1040.0,13730.0,Monthly contribution
SAV022580,MEM0974,Nairobi,2024-03-06,Deposit,910.0,14640.0,Monthly contribution
SAV022581,MEM0974,Nairobi,2024-04-02,Deposit,1040.0,15680.0,Monthly contribution
SAV022582,MEM0974,Nairobi,2024-05-02,Deposit,1050.0,16730.0,Monthly contribution
SAV022583,MEM0974,Nairobi,2024-06-05,Deposit,920.0,17650.0,Monthly contribution
SAV022584,MEM0974,Nairobi,2024-07-01,Deposit,1060.0,18710.0,Monthly contribution
SAV022585,MEM0974,Nairobi,2024-08-06,Deposit,1040.0,19750.0,Monthly contribution
SAV022586,MEM0974,Nairobi,2024-09-01,Deposit,920.0,20670.0,Monthly contribution
SAV022587,MEM0974,Nairobi,2024-10-05,Deposit,1100.0,21770.0,Monthly contribution
SAV022588,MEM0974,Nairobi,2024-11-06,Deposit,970.0,22740.0,Monthly contribution
SAV022589,MEM0974,Nairobi,2024-12-05,Deposit,940.0,23680.0,Monthly contribution
SAV022590,MEM0975,Nairobi,2023-01-06,Deposit,500.0,500.0,Monthly contribution
SAV022591,MEM0975,Nairobi,2023-02-02,Deposit,460.0,960.0,Monthly contribution
SAV022592,MEM0975,Nairobi,2023-03-01,Deposit,480.0,1440.0,Monthly contribution
SAV022593,MEM0975,Nairobi,2023-04-04,Deposit,470.0,1910.0,Monthly contribution
SAV022594,MEM0975,Nairobi,2023-05-04,Deposit,510.0,2420.0,Monthly contribution
SAV022595,MEM0975,Nairobi,2023-06-02,Deposit,450.0,2870.0,Monthly contribution
SAV022596,MEM0975,Nairobi,2023-07-06,Deposit,500.0,3370.0,Monthly contribution
SAV022597,MEM0975,Nairobi,2023-08-01,Deposit,520.0,3890.0,Monthly contribution
SAV022598,MEM0975,Nairobi,2023-09-05,Deposit,490.0,4380.0,Monthly contribution
SAV022599,MEM0975,Nairobi,2023-10-01,Deposit,510.0,4890.0,Monthly contribution
SAV022600,MEM0975,Nairobi,2023-11-03,Deposit,540.0,5430.0,Monthly contribution
SAV022601,MEM0975,Nairobi,2023-12-03,Deposit,550.0,5980.0,Monthly contribution
SAV022602,MEM0975,Nairobi,2024-01-01,Deposit,500.0,6480.0,Monthly contribution
SAV022603,MEM0975,Nairobi,2024-02-01,Deposit,500.0,6980.0,Monthly contribution
SAV022604,MEM0975,Nairobi,2024-03-03,Deposit,490.0,7470.0,Monthly contribution
SAV022605,MEM0975,Nairobi,2024-04-06,Deposit,490.0,7960.0,Monthly contribution
SAV022606,MEM0975,Nairobi,2024-05-03,Deposit,480.0,8440.0,Monthly contribution
SAV022607,MEM0975,Nairobi,2024-06-03,Deposit,490.0,8930.0,Monthly contribution
SAV022608,MEM0975,Nairobi,2024-07-02,Deposit,540.0,9470.0,Monthly contribution
SAV022609,MEM0975,Nairobi,2024-08-03,Deposit,460.0,9930.0,Monthly contribution
SAV022610,MEM0975,Nairobi,2024-09-04,Deposit,460.0,10390.0,Monthly contribution
SAV022611,MEM0975,Nairobi,2024-10-02,Deposit,540.0,10930.0,Monthly contribution
SAV022612,MEM0975,Nairobi,2024-11-05,Deposit,510.0,11440.0,Monthly contribution
SAV022613,MEM0975,Nairobi,2024-12-06,Deposit,450.0,11890.0,Monthly contribution
SAV022614,MEM0976,Nairobi,2023-01-04,Deposit,980.0,980.0,Monthly contribution
SAV022615,MEM0976,Nairobi,2023-02-01,Deposit,1020.0,2000.0,Monthly contribution
SAV022616,MEM0976,Nairobi,2023-03-04,Deposit,930.0,2930.0,Monthly contribution
SAV022617,MEM0976,Nairobi,2023-04-06,Deposit,1100.0,4030.0,Monthly contribution
SAV022618,MEM0976,Nairobi,2023-05-05,Deposit,1050.0,5080.0,Monthly contribution
SAV022619,MEM0976,Nairobi,2023-06-05,Deposit,970.0,6050.0,Monthly contribution
SAV022620,MEM0976,Nairobi,2023-07-05,Deposit,1060.0,7110.0,Monthly contribution
SAV022621,MEM0976,Nairobi,2023-08-02,Deposit,900.0,8010.0,Monthly contribution
SAV022622,MEM0976,Nairobi,2023-09-06,Deposit,960.0,8970.0,Monthly contribution
SAV022623,MEM0976,Nairobi,2023-10-05,Deposit,960.0,9930.0,Monthly contribution
SAV022624,MEM0976,Nairobi,2023-11-05,Deposit,920.0,10850.0,Monthly contribution
SAV022625,MEM0976,Nairobi,2023-12-04,Deposit,1050.0,11900.0,Monthly contribution
SAV022626,MEM0976,Nairobi,2024-01-06,Deposit,1010.0,12910.0,Monthly contribution
SAV022627,MEM0976,Nairobi,2024-02-03,Deposit,950.0,13860.0,Monthly contribution
SAV022639,MEM0976,Nairobi,2024-03-05,Withdrawal,-20000.0,-6140.0,Member withdrawal request
SAV022628,MEM0976,Nairobi,2024-03-06,Deposit,990.0,-5150.0,Monthly contribution
SAV022629,MEM0976,Nairobi,2024-04-06,Deposit,990.0,-4160.0,Monthly contribution
SAV022630,MEM0976,Nairobi,2024-05-05,Deposit,1040.0,-3120.0,Monthly contribution
SAV022631,MEM0976,Nairobi,2024-06-06,Deposit,1060.0,-2060.0,Monthly contribution
SAV022632,MEM0976,Nairobi,2024-07-03,Deposit,990.0,-1070.0,Monthly contribution
SAV022633,MEM0976,Nairobi,2024-08-01,Deposit,1100.0,30.0,Monthly contribution
SAV022634,MEM0976,Nairobi,2024-09-03,Deposit,1090.0,1120.0,Monthly contribution
SAV022635,MEM0976,Nairobi,2024-10-06,Deposit,910.0,2030.0,Monthly contribution
SAV022636,MEM0976,Nairobi,2024-11-01,Deposit,970.0,3000.0,Monthly contribution
SAV022638,MEM0976,Nairobi,2024-11-12,Withdrawal,-15000.0,-12000.0,Member withdrawal request
SAV022637,MEM0976,Nairobi,2024-12-03,Deposit,1090.0,-10910.0,Monthly contribution
SAV022640,MEM0977,Mombasa,2023-01-01,Deposit,2190.0,2190.0,Monthly contribution
SAV022641,MEM0977,Mombasa,2023-02-02,Deposit,2030.0,4220.0,Monthly contribution
SAV022642,MEM0977,Mombasa,2023-03-06,Deposit,1820.0,6040.0,Monthly contribution
SAV022643,MEM0977,Mombasa,2023-04-04,Deposit,1960.0,8000.0,Monthly contribution
SAV022644,MEM0977,Mombasa,2023-05-05,Deposit,2120.0,10120.0,Monthly contribution
SAV022645,MEM0977,Mombasa,2023-06-06,Deposit,2090.0,12210.0,Monthly contribution
SAV022646,MEM0977,Mombasa,2023-07-01,Deposit,1900.0,14110.0,Monthly contribution
SAV022647,MEM0977,Mombasa,2023-08-03,Deposit,1830.0,15940.0,Monthly contribution
SAV022648,MEM0977,Mombasa,2023-09-01,Deposit,2150.0,18090.0,Monthly contribution
SAV022649,MEM0977,Mombasa,2023-10-01,Deposit,1920.0,20010.0,Monthly contribution
SAV022650,MEM0977,Mombasa,2023-11-06,Deposit,1940.0,21950.0,Monthly contribution
SAV022651,MEM0977,Mombasa,2023-12-04,Deposit,2020.0,23970.0,Monthly contribution
SAV022652,MEM0978,Nairobi,2023-01-01,Deposit,510.0,510.0,Monthly contribution
SAV022653,MEM0978,Nairobi,2023-02-03,Deposit,510.0,1020.0,Monthly contribution
SAV022654,MEM0978,Nairobi,2023-03-03,Deposit,530.0,1550.0,Monthly contribution
SAV022655,MEM0978,Nairobi,2023-04-03,Deposit,550.0,2100.0,Monthly contribution
SAV022676,MEM0978,Nairobi,2023-04-25,Withdrawal,-10000.0,-7900.0,Member withdrawal request
SAV022656,MEM0978,Nairobi,2023-05-03,Deposit,480.0,-7420.0,Monthly contribution
SAV022657,MEM0978,Nairobi,2023-06-01,Deposit,450.0,-6970.0,Monthly contribution
SAV022658,MEM0978,Nairobi,2023-07-03,Deposit,450.0,-6520.0,Monthly contribution
SAV022659,MEM0978,Nairobi,2023-08-03,Deposit,450.0,-6070.0,Monthly contribution
SAV022660,MEM0978,Nairobi,2023-09-03,Deposit,520.0,-5550.0,Monthly contribution
SAV022661,MEM0978,Nairobi,2023-10-03,Deposit,530.0,-5020.0,Monthly contribution
SAV022662,MEM0978,Nairobi,2023-11-04,Deposit,510.0,-4510.0,Monthly contribution
SAV022663,MEM0978,Nairobi,2023-12-02,Deposit,500.0,-4010.0,Monthly contribution
SAV022664,MEM0978,Nairobi,2024-01-05,Deposit,480.0,-3530.0,Monthly contribution
SAV022665,MEM0978,Nairobi,2024-02-03,Deposit,530.0,-3000.0,Monthly contribution
SAV022666,MEM0978,Nairobi,2024-03-04,Deposit,470.0,-2530.0,Monthly contribution
SAV022667,MEM0978,Nairobi,2024-04-05,Deposit,450.0,-2080.0,Monthly contribution
SAV022668,MEM0978,Nairobi,2024-05-02,Deposit,510.0,-1570.0,Monthly contribution
SAV022669,MEM0978,Nairobi,2024-06-04,Deposit,540.0,-1030.0,Monthly contribution
SAV022670,MEM0978,Nairobi,2024-07-03,Deposit,490.0,-540.0,Monthly contribution
SAV022671,MEM0978,Nairobi,2024-08-01,Deposit,490.0,-50.0,Monthly contribution
SAV022672,MEM0978,Nairobi,2024-09-02,Deposit,460.0,410.0,Monthly contribution
SAV022673,MEM0978,Nairobi,2024-10-06,Deposit,500.0,910.0,Monthly contribution
SAV022674,MEM0978,Nairobi,2024-11-03,Deposit,500.0,1410.0,Monthly contribution
SAV022677,MEM0978,Nairobi,2024-11-14,Withdrawal,-5000.0,-3590.0,Member withdrawal request
SAV022675,MEM0978,Nairobi,2024-12-01,Deposit,520.0,-3070.0,Monthly contribution
SAV022678,MEM0979,Mombasa,2023-01-04,Deposit,1590.0,1590.0,Monthly contribution
SAV022679,MEM0979,Mombasa,2023-02-06,Deposit,1460.0,3050.0,Monthly contribution
SAV022680,MEM0979,Mombasa,2023-03-01,Deposit,1550.0,4600.0,Monthly contribution
SAV022681,MEM0979,Mombasa,2023-04-01,Deposit,1520.0,6120.0,Monthly contribution
SAV022682,MEM0979,Mombasa,2023-05-03,Deposit,1460.0,7580.0,Monthly contribution
SAV022683,MEM0979,Mombasa,2023-06-03,Deposit,1530.0,9110.0,Monthly contribution
SAV022684,MEM0979,Mombasa,2023-07-03,Deposit,1420.0,10530.0,Monthly contribution
SAV022685,MEM0979,Mombasa,2023-08-04,Deposit,1630.0,12160.0,Monthly contribution
SAV022686,MEM0979,Mombasa,2023-09-01,Deposit,1610.0,13770.0,Monthly contribution
SAV022687,MEM0979,Mombasa,2023-10-03,Deposit,1580.0,15350.0,Monthly contribution
SAV022702,MEM0979,Mombasa,2023-10-27,Withdrawal,-15000.0,350.0,Member withdrawal request
SAV022688,MEM0979,Mombasa,2023-11-04,Deposit,1370.0,1720.0,Monthly contribution
SAV022689,MEM0979,Mombasa,2023-12-04,Deposit,1560.0,3280.0,Monthly contribution
SAV022690,MEM0979,Mombasa,2024-01-04,Deposit,1630.0,4910.0,Monthly contribution
SAV022691,MEM0979,Mombasa,2024-02-06,Deposit,1610.0,6520.0,Monthly contribution
SAV022692,MEM0979,Mombasa,2024-03-02,Deposit,1550.0,8070.0,Monthly contribution
SAV022693,MEM0979,Mombasa,2024-04-01,Deposit,1600.0,9670.0,Monthly contribution
SAV022694,MEM0979,Mombasa,2024-05-06,Deposit,1540.0,11210.0,Monthly contribution
SAV022695,MEM0979,Mombasa,2024-06-02,Deposit,1640.0,12850.0,Monthly contribution
SAV022696,MEM0979,Mombasa,2024-07-02,Deposit,1580.0,14430.0,Monthly contribution
SAV022697,MEM0979,Mombasa,2024-08-01,Deposit,1560.0,15990.0,Monthly contribution
SAV022698,MEM0979,Mombasa,2024-09-04,Deposit,1530.0,17520.0,Monthly contribution
SAV022699,MEM0979,Mombasa,2024-10-02,Deposit,1490.0,19010.0,Monthly contribution
SAV022700,MEM0979,Mombasa,2024-11-04,Deposit,1460.0,20470.0,Monthly contribution
SAV022701,MEM0979,Mombasa,2024-12-05,Deposit,1380.0,21850.0,Monthly contribution
SAV022703,MEM0980,Nakuru,2023-01-03,Deposit,2040.0,2040.0,Monthly contribution
SAV022704,MEM0980,Nakuru,2023-02-06,Deposit,1950.0,3990.0,Monthly contribution
SAV022705,MEM0980,Nakuru,2023-03-02,Deposit,2000.0,5990.0,Monthly contribution
SAV022706,MEM0980,Nakuru,2023-04-03,Deposit,1900.0,7890.0,Monthly contribution
SAV022707,MEM0980,Nakuru,2023-05-06,Deposit,1830.0,9720.0,Monthly contribution
SAV022708,MEM0980,Nakuru,2023-06-02,Deposit,2020.0,11740.0,Monthly contribution
SAV022709,MEM0980,Nakuru,2023-07-01,Deposit,2000.0,13740.0,Monthly contribution
SAV022710,MEM0980,Nakuru,2023-08-02,Deposit,2150.0,15890.0,Monthly contribution
SAV022711,MEM0980,Nakuru,2023-09-06,Deposit,2150.0,18040.0,Monthly contribution
SAV022712,MEM0980,Nakuru,2023-10-06,Deposit,1850.0,19890.0,Monthly contribution
SAV022713,MEM0980,Nakuru,2023-11-03,Deposit,2070.0,21960.0,Monthly contribution
SAV022714,MEM0980,Nakuru,2023-12-06,Deposit,2110.0,24070.0,Monthly contribution
SAV022715,MEM0980,Nakuru,2024-01-06,Deposit,2040.0,26110.0,Monthly contribution
SAV022716,MEM0980,Nakuru,2024-02-05,Deposit,1860.0,27970.0,Monthly contribution
SAV022717,MEM0980,Nakuru,2024-03-06,Deposit,1980.0,29950.0,Monthly contribution
SAV022718,MEM0981,Nakuru,2023-01-05,Deposit,960.0,960.0,Monthly contribution
SAV022719,MEM0981,Nakuru,2023-02-03,Deposit,920.0,1880.0,Monthly contribution
SAV022720,MEM0981,Nakuru,2023-03-03,Deposit,1080.0,2960.0,Monthly contribution
SAV022721,MEM0981,Nakuru,2023-04-05,Deposit,1090.0,4050.0,Monthly contribution
SAV022722,MEM0981,Nakuru,2023-05-01,Deposit,1100.0,5150.0,Monthly contribution
SAV022723,MEM0981,Nakuru,2023-06-05,Deposit,1080.0,6230.0,Monthly contribution
SAV022724,MEM0981,Nakuru,2023-07-04,Deposit,1030.0,7260.0,Monthly contribution
SAV022725,MEM0981,Nakuru,2023-08-05,Deposit,970.0,8230.0,Monthly contribution
SAV022726,MEM0981,Nakuru,2023-09-04,Deposit,950.0,9180.0,Monthly contribution
SAV022727,MEM0981,Nakuru,2023-10-05,Deposit,950.0,10130.0,Monthly contribution
SAV022728,MEM0981,Nakuru,2023-11-06,Deposit,930.0,11060.0,Monthly contribution
SAV022729,MEM0981,Nakuru,2023-12-06,Deposit,960.0,12020.0,Monthly contribution
SAV022730,MEM0981,Nakuru,2024-01-05,Deposit,1070.0,13090.0,Monthly contribution
SAV022731,MEM0981,Nakuru,2024-02-01,Deposit,1000.0,14090.0,Monthly contribution
SAV022732,MEM0981,Nakuru,2024-03-04,Deposit,1030.0,15120.0,Monthly contribution
SAV022733,MEM0981,Nakuru,2024-04-04,Deposit,1050.0,16170.0,Monthly contribution
SAV022734,MEM0981,Nakuru,2024-05-06,Deposit,980.0,17150.0,Monthly contribution
SAV022735,MEM0981,Nakuru,2024-06-04,Deposit,1030.0,18180.0,Monthly contribution
SAV022736,MEM0981,Nakuru,2024-07-03,Deposit,980.0,19160.0,Monthly contribution
SAV022737,MEM0981,Nakuru,2024-08-04,Deposit,1070.0,20230.0,Monthly contribution
SAV022738,MEM0981,Nakuru,2024-09-04,Deposit,1090.0,21320.0,Monthly contribution
SAV022739,MEM0981,Nakuru,2024-10-03,Deposit,1010.0,22330.0,Monthly contribution
SAV022740,MEM0981,Nakuru,2024-11-02,Deposit,950.0,23280.0,Monthly contribution
SAV022741,MEM0981,Nakuru,2024-12-05,Deposit,970.0,24250.0,Monthly contribution
SAV022742,MEM0982,Mombasa,2023-01-04,Deposit,2680.0,2680.0,Monthly contribution
SAV022743,MEM0982,Mombasa,2023-02-02,Deposit,2310.0,4990.0,Monthly contribution
SAV022744,MEM0982,Mombasa,2023-03-05,Deposit,2670.0,7660.0,Monthly contribution
SAV022745,MEM0982,Mombasa,2023-04-04,Deposit,2470.0,10130.0,Monthly contribution
SAV022746,MEM0982,Mombasa,2023-05-04,Deposit,2470.0,12600.0,Monthly contribution
SAV022747,MEM0982,Mombasa,2023-06-06,Deposit,2470.0,15070.0,Monthly contribution
SAV022748,MEM0982,Mombasa,2023-07-01,Deposit,2730.0,17800.0,Monthly contribution
SAV022749,MEM0982,Mombasa,2023-08-01,Deposit,2600.0,20400.0,Monthly contribution
SAV022750,MEM0982,Mombasa,2023-09-05,Deposit,2540.0,22940.0,Monthly contribution
SAV022751,MEM0982,Mombasa,2023-10-03,Deposit,2340.0,25280.0,Monthly contribution
SAV022752,MEM0982,Mombasa,2023-11-03,Deposit,2330.0,27610.0,Monthly contribution
SAV022753,MEM0982,Mombasa,2023-12-05,Deposit,2310.0,29920.0,Monthly contribution
SAV022754,MEM0982,Mombasa,2024-01-05,Deposit,2580.0,32500.0,Monthly contribution
SAV022755,MEM0982,Mombasa,2024-02-04,Deposit,2360.0,34860.0,Monthly contribution
SAV022756,MEM0982,Mombasa,2024-03-05,Deposit,2470.0,37330.0,Monthly contribution
SAV022757,MEM0982,Mombasa,2024-04-01,Deposit,2500.0,39830.0,Monthly contribution
SAV022758,MEM0982,Mombasa,2024-05-03,Deposit,2520.0,42350.0,Monthly contribution
SAV022766,MEM0982,Mombasa,2024-05-11,Withdrawal,-5000.0,37350.0,Member withdrawal request
SAV022759,MEM0982,Mombasa,2024-06-04,Deposit,2460.0,39810.0,Monthly contribution
SAV022760,MEM0982,Mombasa,2024-07-01,Deposit,2410.0,42220.0,Monthly contribution
SAV022761,MEM0982,Mombasa,2024-08-03,Deposit,2260.0,44480.0,Monthly contribution
SAV022762,MEM0982,Mombasa,2024-09-04,Deposit,2670.0,47150.0,Monthly contribution
SAV022763,MEM0982,Mombasa,2024-10-02,Deposit,2620.0,49770.0,Monthly contribution
SAV022764,MEM0982,Mombasa,2024-11-06,Deposit,2650.0,52420.0,Monthly contribution
SAV022765,MEM0982,Mombasa,2024-12-06,Deposit,2550.0,54970.0,Monthly contribution
SAV022767,MEM0983,Nairobi,2023-01-03,Deposit,1030.0,1030.0,Monthly contribution
SAV022768,MEM0983,Nairobi,2023-02-04,Deposit,1060.0,2090.0,Monthly contribution
SAV022769,MEM0983,Nairobi,2023-03-01,Deposit,1090.0,3180.0,Monthly contribution
SAV022770,MEM0983,Nairobi,2023-04-03,Deposit,950.0,4130.0,Monthly contribution
SAV022771,MEM0983,Nairobi,2023-05-04,Deposit,1060.0,5190.0,Monthly contribution
SAV022772,MEM0983,Nairobi,2023-06-01,Deposit,1090.0,6280.0,Monthly contribution
SAV022773,MEM0983,Nairobi,2023-07-03,Deposit,930.0,7210.0,Monthly contribution
SAV022791,MEM0983,Nairobi,2023-07-08,Withdrawal,-5000.0,2210.0,Member withdrawal request
SAV022774,MEM0983,Nairobi,2023-08-06,Deposit,1100.0,3310.0,Monthly contribution
SAV022775,MEM0983,Nairobi,2023-09-01,Deposit,900.0,4210.0,Monthly contribution
SAV022776,MEM0983,Nairobi,2023-10-03,Deposit,970.0,5180.0,Monthly contribution
SAV022777,MEM0983,Nairobi,2023-11-03,Deposit,950.0,6130.0,Monthly contribution
SAV022778,MEM0983,Nairobi,2023-12-05,Deposit,910.0,7040.0,Monthly contribution
SAV022779,MEM0983,Nairobi,2024-01-05,Deposit,1040.0,8080.0,Monthly contribution
SAV022780,MEM0983,Nairobi,2024-02-03,Deposit,960.0,9040.0,Monthly contribution
SAV022781,MEM0983,Nairobi,2024-03-04,Deposit,930.0,9970.0,Monthly contribution
SAV022782,MEM0983,Nairobi,2024-04-02,Deposit,1100.0,11070.0,Monthly contribution
SAV022783,MEM0983,Nairobi,2024-05-03,Deposit,1000.0,12070.0,Monthly contribution
SAV022784,MEM0983,Nairobi,2024-06-05,Deposit,1090.0,13160.0,Monthly contribution
SAV022785,MEM0983,Nairobi,2024-07-03,Deposit,950.0,14110.0,Monthly contribution
SAV022786,MEM0983,Nairobi,2024-08-06,Deposit,1050.0,15160.0,Monthly contribution
SAV022787,MEM0983,Nairobi,2024-09-04,Deposit,1030.0,16190.0,Monthly contribution
SAV022788,MEM0983,Nairobi,2024-10-06,Deposit,980.0,17170.0,Monthly contribution
SAV022789,MEM0983,Nairobi,2024-11-02,Deposit,980.0,18150.0,Monthly contribution
SAV022790,MEM0983,Nairobi,2024-12-06,Deposit,1070.0,19220.0,Monthly contribution
SAV022792,MEM0984,Nairobi,2023-01-03,Deposit,520.0,520.0,Monthly contribution
SAV022793,MEM0984,Nairobi,2023-02-05,Deposit,450.0,970.0,Monthly contribution
SAV022794,MEM0984,Nairobi,2023-03-02,Deposit,540.0,1510.0,Monthly contribution
SAV022795,MEM0984,Nairobi,2023-04-06,Deposit,530.0,2040.0,Monthly contribution
SAV022796,MEM0984,Nairobi,2023-05-04,Deposit,490.0,2530.0,Monthly contribution
SAV022797,MEM0984,Nairobi,2023-06-04,Deposit,540.0,3070.0,Monthly contribution
SAV022798,MEM0984,Nairobi,2023-07-06,Deposit,460.0,3530.0,Monthly contribution
SAV022799,MEM0984,Nairobi,2023-08-02,Deposit,520.0,4050.0,Monthly contribution
SAV022800,MEM0984,Nairobi,2023-09-05,Deposit,500.0,4550.0,Monthly contribution
SAV022801,MEM0984,Nairobi,2023-10-05,Deposit,480.0,5030.0,Monthly contribution
SAV022802,MEM0984,Nairobi,2023-11-04,Deposit,540.0,5570.0,Monthly contribution
SAV022803,MEM0984,Nairobi,2023-12-06,Deposit,460.0,6030.0,Monthly contribution
SAV022804,MEM0984,Nairobi,2024-01-03,Deposit,510.0,6540.0,Monthly contribution
SAV022805,MEM0984,Nairobi,2024-02-02,Deposit,530.0,7070.0,Monthly contribution
SAV022806,MEM0984,Nairobi,2024-03-06,Deposit,520.0,7590.0,Monthly contribution
SAV022807,MEM0984,Nairobi,2024-04-04,Deposit,550.0,8140.0,Monthly contribution
SAV022808,MEM0984,Nairobi,2024-05-04,Deposit,450.0,8590.0,Monthly contribution
SAV022809,MEM0984,Nairobi,2024-06-05,Deposit,540.0,9130.0,Monthly contribution
SAV022810,MEM0984,Nairobi,2024-07-06,Deposit,500.0,9630.0,Monthly contribution
SAV022811,MEM0984,Nairobi,2024-08-04,Deposit,470.0,10100.0,Monthly contribution
SAV022812,MEM0984,Nairobi,2024-09-03,Deposit,490.0,10590.0,Monthly contribution
SAV022813,MEM0984,Nairobi,2024-10-02,Deposit,480.0,11070.0,Monthly contribution
SAV022814,MEM0984,Nairobi,2024-11-05,Deposit,510.0,11580.0,Monthly contribution
SAV022815,MEM0984,Nairobi,2024-12-03,Deposit,550.0,12130.0,Monthly contribution
SAV022816,MEM0985,Nairobi,2023-01-01,Deposit,1940.0,1940.0,Monthly contribution
SAV022817,MEM0985,Nairobi,2023-02-05,Deposit,2180.0,4120.0,Monthly contribution
