payment_id,loan_id,member_id,branch,due_date,payment_date,installment_due_kes,amount_paid_kes,days_late,payment_status
PAY0011871,LN01289,MEM1005,Nairobi,2023-06-13,2023-08-18,5204.35,3267.99,66,Partial Payment
PAY0011872,LN01289,MEM1005,Nairobi,2023-07-13,2023-10-02,5204.35,3192.81,81,Partial Payment
PAY0011873,LN01289,MEM1005,Nairobi,2023-08-13,2023-10-22,5204.35,1881.08,70,Partial Payment
PAY0011874,LN01289,MEM1005,Nairobi,2023-09-13,2023-11-30,5204.35,2100.17,78,Partial Payment
PAY0011875,LN01289,MEM1005,Nairobi,2023-10-13,2023-12-21,5204.35,2976.05,69,Partial Payment
PAY0011876,LN01289,MEM1005,Nairobi,2023-11-13,2024-02-05,5204.35,1711.04,84,Partial Payment
PAY0011877,LN01289,MEM1005,Nairobi,2023-12-13,2024-03-07,5204.35,1575.35,85,Partial Payment
PAY0011878,LN01289,MEM1005,Nairobi,2024-01-13,2024-03-18,5204.35,3481.77,65,Partial Payment
PAY0011879,LN01289,MEM1005,Nairobi,2024-02-13,2024-04-28,5204.35,3451.43,75,Partial Payment
PAY0011880,LN01289,MEM1005,Nairobi,2024-03-13,2024-05-12,5204.35,1994.88,60,Partial Payment
PAY0011881,LN01289,MEM1005,Nairobi,2024-04-13,2024-07-07,5204.35,1730.47,85,Partial Payment
PAY0011882,LN01289,MEM1005,Nairobi,2024-05-13,2024-07-24,5204.35,2123.34,72,Partial Payment
PAY0011883,LN01289,MEM1005,Nairobi,2024-06-13,2024-08-14,5204.35,2711.21,62,Partial Payment
PAY0011884,LN01289,MEM1005,Nairobi,2024-07-13,2024-10-01,5204.35,1858.99,80,Partial Payment
PAY0011885,LN01289,MEM1005,Nairobi,2024-08-13,2024-10-18,5204.35,2919.33,66,Partial Payment
PAY0011886,LN01289,MEM1005,Nairobi,2024-09-13,2024-11-16,5204.35,2941.33,64,Partial Payment
PAY0011887,LN01289,MEM1005,Nairobi,2024-10-13,2025-01-11,5204.35,1599.45,90,Partial Payment
PAY0011888,LN01289,MEM1005,Nairobi,2024-11-13,2025-02-03,5204.35,2074.98,82,Partial Payment
PAY0011889,LN01289,MEM1005,Nairobi,2024-12-13,2025-02-25,5204.35,3553.41,74,Partial Payment
PAY0011890,LN01290,MEM1005,Nairobi,2023-02-07,2023-02-12,33759.96,33759.96,5,Paid on Time
PAY0011891,LN01290,MEM1005,Nairobi,2023-03-07,2023-03-08,33759.96,33759.96,1,Paid on Time
PAY0011892,LN01290,MEM1005,Nairobi,2023-04-07,2023-04-08,33759.96,33759.96,1,Paid on Time
PAY0011893,LN01290,MEM1005,Nairobi,2023-05-07,2023-05-11,33759.96,33759.96,4,Paid on Time
PAY0011894,LN01290,MEM1005,Nairobi,2023-06-07,2023-06-08,33759.96,33759.96,1,Paid on Time
PAY0011895,LN01290,MEM1005,Nairobi,2023-07-07,2023-07-08,33759.96,33759.96,1,Paid on Time
PAY0011896,LN01290,MEM1005,Nairobi,2023-08-07,2023-08-07,33759.96,33759.96,0,Paid on Time
PAY0011897,LN01290,MEM1005,Nairobi,2023-09-07,2023-09-08,33759.96,33759.96,1,Paid on Time
PAY0011898,LN01290,MEM1005,Nairobi,2023-10-07,2023-10-12,33759.96,33759.96,5,Paid on Time
PAY0011899,LN01290,MEM1005,Nairobi,2023-11-07,2023-11-15,33759.96,33759.96,8,Late Payment
PAY0011900,LN01290,MEM1005,Nairobi,2023-12-07,2023-12-22,33759.96,16879.98,15,Partial Payment
PAY0011901,LN01290,MEM1005,Nairobi,2024-01-07,2024-01-12,33759.96,33759.96,5,Paid on Time
PAY0011902,LN01291,MEM1006,Nairobi,2024-06-28,2024-06-30,5792.33,5792.33,2,Paid on Time
PAY0011903,LN01291,MEM1006,Nairobi,2024-07-28,2024-07-30,5792.33,5792.33,2,Paid on Time
PAY0011904,LN01291,MEM1006,Nairobi,2024-08-28,2024-08-31,5792.33,5792.33,3,Paid on Time
PAY0011905,LN01291,MEM1006,Nairobi,2024-09-28,2024-10-03,5792.33,5792.33,5,Paid on Time
PAY0011906,LN01291,MEM1006,Nairobi,2024-10-28,2024-10-29,5792.33,5792.33,1,Paid on Time
PAY0011907,LN01291,MEM1006,Nairobi,2024-11-28,2024-11-30,5792.33,5792.33,2,Paid on Time
PAY0011908,LN01292,MEM1006,Nairobi,2023-04-02,2023-05-21,2436.97,2171.07,49,Late Payment
PAY0011909,LN01292,MEM1006,Nairobi,2023-05-02,2023-06-21,2436.97,1634.84,50,Late Payment
PAY0011910,LN01292,MEM1006,Nairobi,2023-06-02,2023-07-10,2436.97,2058.08,38,Late Payment
PAY0011911,LN01292,MEM1006,Nairobi,2023-07-02,2023-08-29,2436.97,1588.89,58,Late Payment
PAY0011912,LN01292,MEM1006,Nairobi,2023-08-02,2023-09-10,2436.97,2128.35,39,Late Payment
PAY0011913,LN01292,MEM1006,Nairobi,2023-09-02,2023-10-18,2436.97,1503.01,46,Late Payment
PAY0011914,LN01292,MEM1006,Nairobi,2023-10-02,2023-11-16,2436.97,1843.32,45,Late Payment
PAY0011915,LN01292,MEM1006,Nairobi,2023-11-02,2023-12-21,2436.97,1962.53,49,Late Payment
PAY0011916,LN01292,MEM1006,Nairobi,2023-12-02,2024-01-10,2436.97,1521.89,39,Late Payment
PAY0011917,LN01292,MEM1006,Nairobi,2024-01-02,2024-02-01,2436.97,1597.75,30,Late Payment
PAY0011918,LN01292,MEM1006,Nairobi,2024-02-02,2024-03-08,2436.97,1805.21,35,Late Payment
PAY0011919,LN01292,MEM1006,Nairobi,2024-03-02,2024-04-13,2436.97,2059.22,42,Late Payment
PAY0011920,LN01293,MEM1008,Nairobi,2024-08-24,2024-08-25,24152.73,24152.73,1,Paid on Time
PAY0011921,LN01293,MEM1008,Nairobi,2024-09-24,2024-09-25,24152.73,24152.73,1,Paid on Time
PAY0011922,LN01293,MEM1008,Nairobi,2024-10-24,2024-10-29,24152.73,24152.73,5,Paid on Time
PAY0011923,LN01293,MEM1008,Nairobi,2024-11-24,2024-12-10,24152.73,12076.36,16,Partial Payment
PAY0011924,LN01293,MEM1008,Nairobi,2024-12-24,2024-12-24,24152.73,24152.73,0,Paid on Time
PAY0011925,LN01294,MEM1009,Nairobi,2024-10-11,2024-10-11,8202.63,8202.63,0,Paid on Time
PAY0011926,LN01294,MEM1009,Nairobi,2024-11-11,2024-11-11,8202.63,8202.63,0,Paid on Time
PAY0011927,LN01294,MEM1009,Nairobi,2024-12-11,2024-12-11,8202.63,8202.63,0,Paid on Time
PAY0011928,LN01295,MEM1009,Nairobi,2023-07-13,2023-07-13,16221.78,16221.78,0,Paid on Time
PAY0011929,LN01295,MEM1009,Nairobi,2023-08-13,2023-08-18,16221.78,16221.78,5,Paid on Time
PAY0011930,LN01295,MEM1009,Nairobi,2023-09-13,2023-09-13,16221.78,16221.78,0,Paid on Time
PAY0011931,LN01295,MEM1009,Nairobi,2023-10-13,2023-10-17,16221.78,16221.78,4,Paid on Time
PAY0011932,LN01295,MEM1009,Nairobi,2023-11-13,2023-11-18,16221.78,16221.78,5,Paid on Time
PAY0011933,LN01295,MEM1009,Nairobi,2023-12-13,2023-12-16,16221.78,16221.78,3,Paid on Time
PAY0011934,LN01295,MEM1009,Nairobi,2024-01-13,2024-01-14,16221.78,16221.78,1,Paid on Time
PAY0011935,LN01295,MEM1009,Nairobi,2024-02-13,2024-02-13,16221.78,16221.78,0,Paid on Time
PAY0011936,LN01295,MEM1009,Nairobi,2024-03-13,2024-03-18,16221.78,16221.78,5,Paid on Time
PAY0011937,LN01295,MEM1009,Nairobi,2024-04-13,2024-04-16,16221.78,16221.78,3,Paid on Time
PAY0011938,LN01295,MEM1009,Nairobi,2024-05-13,2024-05-13,16221.78,16221.78,0,Paid on Time
PAY0011939,LN01295,MEM1009,Nairobi,2024-06-13,2024-06-14,16221.78,16221.78,1,Paid on Time
PAY0011940,LN01295,MEM1009,Nairobi,2024-07-13,2024-07-15,16221.78,16221.78,2,Paid on Time
PAY0011941,LN01295,MEM1009,Nairobi,2024-08-13,2024-08-18,16221.78,16221.78,5,Paid on Time
PAY0011942,LN01295,MEM1009,Nairobi,2024-09-13,2024-09-16,16221.78,16221.78,3,Paid on Time
PAY0011943,LN01295,MEM1009,Nairobi,2024-10-13,2024-10-15,16221.78,16221.78,2,Paid on Time
PAY0011944,LN01295,MEM1009,Nairobi,2024-11-13,2024-11-16,16221.78,16221.78,3,Paid on Time
PAY0011945,LN01295,MEM1009,Nairobi,2024-12-13,2024-12-17,16221.78,16221.78,4,Paid on Time
PAY0011946,LN01296,MEM1010,Nakuru,2023-08-28,2023-09-01,9950.56,9950.56,4,Paid on Time
PAY0011947,LN01296,MEM1010,Nakuru,2023-09-28,2023-10-18,9950.56,9950.56,20,Late Payment
PAY0011948,LN01296,MEM1010,Nakuru,2023-10-28,2023-11-10,9950.56,9950.56,13,Late Payment
PAY0011949,LN01296,MEM1010,Nakuru,2023-11-28,2023-12-03,9950.56,9950.56,5,Paid on Time
PAY0011950,LN01296,MEM1010,Nakuru,2023-12-28,2024-01-02,9950.56,9950.56,5,Paid on Time
PAY0011951,LN01296,MEM1010,Nakuru,2024-01-28,2024-01-31,9950.56,9950.56,3,Paid on Time
PAY0011952,LN01297,MEM1012,Nairobi,2024-03-21,2024-03-26,31093.44,31093.44,5,Paid on Time
PAY0011953,LN01297,MEM1012,Nairobi,2024-04-21,2024-04-26,31093.44,31093.44,5,Paid on Time
PAY0011954,LN01297,MEM1012,Nairobi,2024-05-21,2024-05-23,31093.44,31093.44,2,Paid on Time
PAY0011955,LN01297,MEM1012,Nairobi,2024-06-21,2024-06-26,31093.44,31093.44,5,Paid on Time
PAY0011956,LN01297,MEM1012,Nairobi,2024-07-21,2024-07-21,31093.44,31093.44,0,Paid on Time
PAY0011957,LN01297,MEM1012,Nairobi,2024-08-21,2024-08-27,31093.44,31093.44,6,Late Payment
PAY0011958,LN01297,MEM1012,Nairobi,2024-09-21,2024-09-23,31093.44,31093.44,2,Paid on Time
PAY0011959,LN01297,MEM1012,Nairobi,2024-10-21,2024-10-23,31093.44,31093.44,2,Paid on Time
PAY0011960,LN01297,MEM1012,Nairobi,2024-11-21,2024-12-13,31093.44,31093.44,22,Late Payment
PAY0011961,LN01297,MEM1012,Nairobi,2024-12-21,2024-12-22,31093.44,31093.44,1,Paid on Time
PAY0011962,LN01298,MEM1012,Nairobi,2023-04-10,2023-05-11,17521.99,12355.45,31,Late Payment
PAY0011963,LN01298,MEM1012,Nairobi,2023-05-10,2023-06-30,17521.99,13440.11,51,Late Payment
PAY0011964,LN01298,MEM1012,Nairobi,2023-06-10,2023-07-31,17521.99,13425.96,51,Late Payment
PAY0011965,LN01298,MEM1012,Nairobi,2023-07-10,2023-08-20,17521.99,13344.98,41,Late Payment
PAY0011966,LN01298,MEM1012,Nairobi,2023-08-10,2023-09-20,17521.99,13402.03,41,Late Payment
PAY0011967,LN01298,MEM1012,Nairobi,2023-09-10,2023-10-30,17521.99,11039.53,50,Late Payment
PAY0011968,LN01298,MEM1012,Nairobi,2023-10-10,2023-11-09,17521.99,13690.02,30,Late Payment
PAY0011969,LN01298,MEM1012,Nairobi,2023-11-10,2023-12-11,17521.99,12692.39,31,Late Payment
PAY0011970,LN01298,MEM1012,Nairobi,2023-12-10,2024-01-19,17521.99,10743.86,40,Late Payment
PAY0011971,LN01298,MEM1012,Nairobi,2024-01-10,2024-02-28,17521.99,14848.38,49,Late Payment
PAY0011972,LN01298,MEM1012,Nairobi,2024-02-10,2024-03-30,17521.99,12266.04,49,Late Payment
PAY0011973,LN01298,MEM1012,Nairobi,2024-03-10,2024-04-26,17521.99,11383.91,47,Late Payment
PAY0011974,LN01298,MEM1012,Nairobi,2024-04-10,2024-05-23,17521.99,13266.63,43,Late Payment
PAY0011975,LN01298,MEM1012,Nairobi,2024-05-10,2024-06-10,17521.99,14150.98,31,Late Payment
PAY0011976,LN01298,MEM1012,Nairobi,2024-06-10,2024-08-08,17521.99,13657.17,59,Late Payment
PAY0011977,LN01298,MEM1012,Nairobi,2024-07-10,2024-08-14,17521.99,15761.89,35,Late Payment
PAY0011978,LN01298,MEM1012,Nairobi,2024-08-10,2024-10-08,17521.99,12362.25,59,Late Payment
PAY0011979,LN01298,MEM1012,Nairobi,2024-09-10,2024-10-30,17521.99,13226.27,50,Late Payment
PAY0011980,LN01299,MEM1013,Nairobi,2024-02-23,2024-02-27,17088.59,17088.59,4,Paid on Time
PAY0011981,LN01299,MEM1013,Nairobi,2024-03-23,2024-03-28,17088.59,17088.59,5,Paid on Time
PAY0011982,LN01299,MEM1013,Nairobi,2024-04-23,2024-04-26,17088.59,17088.59,3,Paid on Time
PAY0011983,LN01299,MEM1013,Nairobi,2024-05-23,2024-05-26,17088.59,17088.59,3,Paid on Time
PAY0011984,LN01299,MEM1013,Nairobi,2024-06-23,2024-06-24,17088.59,17088.59,1,Paid on Time
PAY0011985,LN01299,MEM1013,Nairobi,2024-07-23,2024-07-27,17088.59,17088.59,4,Paid on Time
PAY0011986,LN01299,MEM1013,Nairobi,2024-08-23,2024-09-08,17088.59,17088.59,16,Late Payment
PAY0011987,LN01299,MEM1013,Nairobi,2024-09-23,2024-09-28,17088.59,17088.59,5,Paid on Time
PAY0011988,LN01299,MEM1013,Nairobi,2024-10-23,2024-10-28,17088.59,17088.59,5,Paid on Time
PAY0011989,LN01299,MEM1013,Nairobi,2024-11-23,2024-11-26,17088.59,17088.59,3,Paid on Time
PAY0011990,LN01299,MEM1013,Nairobi,2024-12-23,2024-12-25,17088.59,17088.59,2,Paid on Time
PAY0011991,LN01300,MEM1013,Nairobi,2023-02-11,2023-03-13,45851.22,36288.54,30,Late Payment
PAY0011992,LN01300,MEM1013,Nairobi,2023-03-11,2023-04-26,45851.22,39069.9,46,Late Payment
PAY0011993,LN01300,MEM1013,Nairobi,2023-04-11,2023-05-20,45851.22,30726.08,39,Late Payment
PAY0011994,LN01300,MEM1013,Nairobi,2023-05-11,2023-06-18,45851.22,40004.98,38,Late Payment
PAY0011995,LN01300,MEM1013,Nairobi,2023-06-11,2023-07-27,45851.22,35168.23,46,Late Payment
PAY0011996,LN01300,MEM1013,Nairobi,2023-07-11,2023-08-18,45851.22,37790.03,38,Late Payment
PAY0011997,LN01300,MEM1013,Nairobi,2023-08-11,2023-10-02,45851.22,37787.3,52,Late Payment
PAY0011998,LN01300,MEM1013,Nairobi,2023-09-11,2023-10-11,45851.22,34739.46,30,Late Payment
PAY0011999,LN01300,MEM1013,Nairobi,2023-10-11,2023-11-13,45851.22,30582.72,33,Late Payment
PAY0012000,LN01300,MEM1013,Nairobi,2023-11-11,2024-01-05,45851.22,29846.54,55,Late Payment
PAY0012001,LN01300,MEM1013,Nairobi,2023-12-11,2024-02-03,45851.22,36999.57,54,Late Payment
PAY0012002,LN01300,MEM1013,Nairobi,2024-01-11,2024-03-03,45851.22,37724.07,52,Late Payment
PAY0012003,LN01301,MEM1013,Nairobi,2023-10-27,2023-11-01,31694.85,31694.85,5,Paid on Time
PAY0012004,LN01301,MEM1013,Nairobi,2023-11-27,2023-12-02,31694.85,31694.85,5,Paid on Time
PAY0012005,LN01301,MEM1013,Nairobi,2023-12-27,2023-12-27,31694.85,31694.85,0,Paid on Time
PAY0012006,LN01301,MEM1013,Nairobi,2024-01-27,2024-02-01,31694.85,31694.85,5,Paid on Time
PAY0012007,LN01301,MEM1013,Nairobi,2024-02-27,2024-03-01,31694.85,31694.85,3,Paid on Time
PAY0012008,LN01301,MEM1013,Nairobi,2024-03-27,2024-03-29,31694.85,31694.85,2,Paid on Time
PAY0012009,LN01301,MEM1013,Nairobi,2024-04-27,2024-04-27,31694.85,31694.85,0,Paid on Time
PAY0012010,LN01301,MEM1013,Nairobi,2024-05-27,2024-06-01,31694.85,31694.85,5,Paid on Time
PAY0012011,LN01301,MEM1013,Nairobi,2024-06-27,2024-06-28,31694.85,31694.85,1,Paid on Time
PAY0012012,LN01301,MEM1013,Nairobi,2024-07-27,2024-08-01,31694.85,31694.85,5,Paid on Time
PAY0012013,LN01301,MEM1013,Nairobi,2024-08-27,2024-08-27,31694.85,31694.85,0,Paid on Time
PAY0012014,LN01301,MEM1013,Nairobi,2024-09-27,2024-10-01,31694.85,31694.85,4,Paid on Time
PAY0012015,LN01302,MEM1014,Mombasa,2023-05-12,2023-07-05,6862.33,5966.11,54,Late Payment
PAY0012016,LN01302,MEM1014,Mombasa,2023-06-12,2023-07-19,6862.33,5736.44,37,Late Payment
PAY0012017,LN01302,MEM1014,Mombasa,2023-07-12,2023-08-28,6862.33,5890.26,47,Late Payment
PAY0012018,LN01302,MEM1014,Mombasa,2023-08-12,2023-10-03,6862.33,4617.63,52,Late Payment
PAY0012019,LN01302,MEM1014,Mombasa,2023-09-12,2023-10-14,6862.33,5527.32,32,Late Payment
PAY0012020,LN01302,MEM1014,Mombasa,2023-10-12,2023-12-03,6862.33,5702.22,52,Late Payment
PAY0012021,LN01302,MEM1014,Mombasa,2023-11-12,2023-12-14,6862.33,4510.38,32,Late Payment
PAY0012022,LN01302,MEM1014,Mombasa,2023-12-12,2024-01-31,6862.33,6016.44,50,Late Payment
PAY0012023,LN01302,MEM1014,Mombasa,2024-01-12,2024-03-12,6862.33,4308.53,60,Late Payment
PAY0012024,LN01302,MEM1014,Mombasa,2024-02-12,2024-04-08,6862.33,6027.34,56,Late Payment
PAY0012025,LN01302,MEM1014,Mombasa,2024-03-12,2024-05-05,6862.33,4164.5,54,Late Payment
PAY0012026,LN01302,MEM1014,Mombasa,2024-04-12,2024-05-17,6862.33,5079.48,35,Late Payment
PAY0012027,LN01302,MEM1014,Mombasa,2024-05-12,2024-06-26,6862.33,5546.75,45,Late Payment
PAY0012028,LN01302,MEM1014,Mombasa,2024-06-12,2024-08-05,6862.33,5269.53,54,Late Payment
PAY0012029,LN01302,MEM1014,Mombasa,2024-07-12,2024-08-15,6862.33,4934.45,34,Late Payment
PAY0012030,LN01302,MEM1014,Mombasa,2024-08-12,2024-09-20,6862.33,5206.44,39,Late Payment
PAY0012031,LN01302,MEM1014,Mombasa,2024-09-12,2024-10-28,6862.33,6111.91,46,Late Payment
PAY0012032,LN01302,MEM1014,Mombasa,2024-10-12,2024-12-03,6862.33,5519.36,52,Late Payment
PAY0012033,LN01303,MEM1014,Mombasa,2023-03-01,2023-03-03,12111.24,12111.24,2,Paid on Time
PAY0012034,LN01303,MEM1014,Mombasa,2023-04-01,2023-04-05,12111.24,12111.24,4,Paid on Time
PAY0012035,LN01303,MEM1014,Mombasa,2023-05-01,2023-05-05,12111.24,12111.24,4,Paid on Time
PAY0012036,LN01303,MEM1014,Mombasa,2023-06-01,2023-06-03,12111.24,12111.24,2,Paid on Time
PAY0012037,LN01303,MEM1014,Mombasa,2023-07-01,2023-07-01,12111.24,12111.24,0,Paid on Time
PAY0012038,LN01303,MEM1014,Mombasa,2023-08-01,2023-08-06,12111.24,12111.24,5,Paid on Time
PAY0012039,LN01304,MEM1014,Mombasa,2023-09-17,2023-09-22,9026.42,9026.42,5,Paid on Time
PAY0012040,LN01304,MEM1014,Mombasa,2023-10-17,2023-10-21,9026.42,9026.42,4,Paid on Time
PAY0012041,LN01304,MEM1014,Mombasa,2023-11-17,2023-11-18,9026.42,9026.42,1,Paid on Time
PAY0012042,LN01304,MEM1014,Mombasa,2023-12-17,2023-12-21,9026.42,9026.42,4,Paid on Time
PAY0012043,LN01304,MEM1014,Mombasa,2024-01-17,2024-02-10,9026.42,9026.42,24,Late Payment
PAY0012044,LN01304,MEM1014,Mombasa,2024-02-17,2024-02-22,9026.42,9026.42,5,Paid on Time
PAY0012045,LN01304,MEM1014,Mombasa,2024-03-17,2024-03-22,9026.42,9026.42,5,Paid on Time
PAY0012046,LN01304,MEM1014,Mombasa,2024-04-17,2024-04-17,9026.42,9026.42,0,Paid on Time
PAY0012047,LN01304,MEM1014,Mombasa,2024-05-17,2024-05-20,9026.42,9026.42,3,Paid on Time
PAY0012048,LN01304,MEM1014,Mombasa,2024-06-17,2024-06-19,9026.42,9026.42,2,Paid on Time
PAY0012049,LN01304,MEM1014,Mombasa,2024-07-17,2024-07-22,9026.42,9026.42,5,Paid on Time
PAY0012050,LN01304,MEM1014,Mombasa,2024-08-17,2024-08-19,9026.42,9026.42,2,Paid on Time
PAY0012051,LN01304,MEM1014,Mombasa,2024-09-17,2024-09-17,9026.42,9026.42,0,Paid on Time
PAY0012052,LN01304,MEM1014,Mombasa,2024-10-17,2024-10-22,9026.42,9026.42,5,Paid on Time
PAY0012053,LN01304,MEM1014,Mombasa,2024-11-17,2024-11-28,9026.42,9026.42,11,Late Payment
PAY0012054,LN01304,MEM1014,Mombasa,2024-12-17,2024-12-18,9026.42,9026.42,1,Paid on Time
PAY0012055,LN01305,MEM1015,Nairobi,2024-08-04,2024-08-08,1887.18,1887.18,4,Paid on Time
PAY0012056,LN01305,MEM1015,Nairobi,2024-09-04,2024-09-05,1887.18,1887.18,1,Paid on Time
PAY0012057,LN01305,MEM1015,Nairobi,2024-10-04,2024-10-09,1887.18,1887.18,5,Paid on Time
PAY0012058,LN01305,MEM1015,Nairobi,2024-11-04,2024-11-09,1887.18,1887.18,5,Paid on Time
PAY0012059,LN01305,MEM1015,Nairobi,2024-12-04,2024-12-06,1887.18,1887.18,2,Paid on Time
PAY0012060,LN01307,MEM1019,Mombasa,2024-04-05,2024-04-29,8817.83,8817.83,24,Late Payment
PAY0012061,LN01307,MEM1019,Mombasa,2024-05-05,2024-05-08,8817.83,8817.83,3,Paid on Time
PAY0012062,LN01307,MEM1019,Mombasa,2024-06-05,2024-06-05,8817.83,8817.83,0,Paid on Time
PAY0012063,LN01307,MEM1019,Mombasa,2024-07-05,2024-07-08,8817.83,8817.83,3,Paid on Time
PAY0012064,LN01307,MEM1019,Mombasa,2024-08-05,2024-08-05,8817.83,8817.83,0,Paid on Time
PAY0012065,LN01307,MEM1019,Mombasa,2024-09-05,2024-09-07,8817.83,8817.83,2,Paid on Time
PAY0012066,LN01307,MEM1019,Mombasa,2024-10-05,2024-10-07,8817.83,8817.83,2,Paid on Time
PAY0012067,LN01307,MEM1019,Mombasa,2024-11-05,2024-11-05,8817.83,8817.83,0,Paid on Time
PAY0012068,LN01307,MEM1019,Mombasa,2024-12-05,2024-12-09,8817.83,8817.83,4,Paid on Time
PAY0012069,LN01308,MEM1020,Nairobi,2023-07-17,2023-07-19,10371.31,10371.31,2,Paid on Time
PAY0012070,LN01308,MEM1020,Nairobi,2023-08-17,2023-08-18,10371.31,10371.31,1,Paid on Time
PAY0012071,LN01308,MEM1020,Nairobi,2023-09-17,2023-09-18,10371.31,10371.31,1,Paid on Time
PAY0012072,LN01308,MEM1020,Nairobi,2023-10-17,2023-10-19,10371.31,10371.31,2,Paid on Time
PAY0012073,LN01308,MEM1020,Nairobi,2023-11-17,2023-11-19,10371.31,10371.31,2,Paid on Time
PAY0012074,LN01308,MEM1020,Nairobi,2023-12-17,2023-12-17,10371.31,10371.31,0,Paid on Time
PAY0012075,LN01308,MEM1020,Nairobi,2024-01-17,2024-01-22,10371.31,10371.31,5,Paid on Time
PAY0012076,LN01308,MEM1020,Nairobi,2024-02-17,2024-03-16,10371.31,10371.31,28,Late Payment
PAY0012077,LN01308,MEM1020,Nairobi,2024-03-17,2024-03-21,10371.31,10371.31,4,Paid on Time
PAY0012078,LN01308,MEM1020,Nairobi,2024-04-17,2024-04-17,10371.31,10371.31,0,Paid on Time
PAY0012079,LN01308,MEM1020,Nairobi,2024-05-17,2024-05-21,10371.31,10371.31,4,Paid on Time
PAY0012080,LN01308,MEM1020,Nairobi,2024-06-17,2024-06-20,10371.31,10371.31,3,Paid on Time
PAY0012081,LN01308,MEM1020,Nairobi,2024-07-17,2024-07-22,10371.31,10371.31,5,Paid on Time
PAY0012082,LN01308,MEM1020,Nairobi,2024-08-17,2024-09-01,10371.31,10371.31,15,Late Payment
PAY0012083,LN01308,MEM1020,Nairobi,2024-09-17,2024-09-19,10371.31,10371.31,2,Paid on Time
PAY0012084,LN01308,MEM1020,Nairobi,2024-10-17,2024-10-17,10371.31,10371.31,0,Paid on Time
PAY0012085,LN01308,MEM1020,Nairobi,2024-11-17,2024-11-18,10371.31,10371.31,1,Paid on Time
PAY0012086,LN01308,MEM1020,Nairobi,2024-12-17,2024-12-22,10371.31,10371.31,5,Paid on Time
PAY0012087,LN01309,MEM1020,Nairobi,2023-04-13,2023-04-13,13381.79,13381.79,0,Paid on Time
PAY0012088,LN01309,MEM1020,Nairobi,2023-05-13,2023-05-13,13381.79,13381.79,0,Paid on Time
PAY0012089,LN01309,MEM1020,Nairobi,2023-06-13,2023-06-13,13381.79,13381.79,0,Paid on Time
PAY0012090,LN01309,MEM1020,Nairobi,2023-07-13,2023-07-13,13381.79,13381.79,0,Paid on Time
PAY0012091,LN01309,MEM1020,Nairobi,2023-08-13,2023-08-13,13381.79,13381.79,0,Paid on Time
PAY0012092,LN01309,MEM1020,Nairobi,2023-09-13,2023-09-13,13381.79,13381.79,0,Paid on Time
PAY0012093,LN01310,MEM1021,Nairobi,2023-10-27,2023-11-01,4081.1,4081.1,5,Paid on Time
PAY0012094,LN01310,MEM1021,Nairobi,2023-11-27,2023-11-30,4081.1,4081.1,3,Paid on Time
PAY0012095,LN01310,MEM1021,Nairobi,2023-12-27,2023-12-31,4081.1,4081.1,4,Paid on Time
PAY0012096,LN01310,MEM1021,Nairobi,2024-01-27,2024-01-31,4081.1,4081.1,4,Paid on Time
PAY0012097,LN01310,MEM1021,Nairobi,2024-02-27,2024-03-01,4081.1,4081.1,3,Paid on Time
PAY0012098,LN01310,MEM1021,Nairobi,2024-03-27,2024-03-31,4081.1,4081.1,4,Paid on Time
PAY0012099,LN01310,MEM1021,Nairobi,2024-04-27,2024-05-02,4081.1,4081.1,5,Paid on Time
PAY0012100,LN01310,MEM1021,Nairobi,2024-05-27,2024-05-27,4081.1,4081.1,0,Paid on Time
PAY0012101,LN01310,MEM1021,Nairobi,2024-06-27,2024-06-28,4081.1,4081.1,1,Paid on Time
PAY0012102,LN01310,MEM1021,Nairobi,2024-07-27,2024-07-28,4081.1,4081.1,1,Paid on Time
PAY0012103,LN01310,MEM1021,Nairobi,2024-08-27,2024-09-01,4081.1,4081.1,5,Paid on Time
PAY0012104,LN01310,MEM1021,Nairobi,2024-09-27,2024-09-28,4081.1,4081.1,1,Paid on Time
PAY0012105,LN01310,MEM1021,Nairobi,2024-10-27,2024-10-28,4081.1,4081.1,1,Paid on Time
PAY0012106,LN01310,MEM1021,Nairobi,2024-11-27,2024-11-30,4081.1,4081.1,3,Paid on Time
PAY0012107,LN01310,MEM1021,Nairobi,2024-12-27,2025-01-01,4081.1,4081.1,5,Paid on Time
PAY0012108,LN01311,MEM1022,Mombasa,2024-03-07,2024-03-08,19205.15,19205.15,1,Paid on Time
PAY0012109,LN01311,MEM1022,Mombasa,2024-04-07,2024-04-10,19205.15,19205.15,3,Paid on Time
PAY0012110,LN01311,MEM1022,Mombasa,2024-05-07,2024-05-09,19205.15,19205.15,2,Paid on Time
PAY0012111,LN01311,MEM1022,Mombasa,2024-06-07,2024-06-11,19205.15,19205.15,4,Paid on Time
PAY0012112,LN01311,MEM1022,Mombasa,2024-07-07,2024-07-12,19205.15,19205.15,5,Paid on Time
PAY0012113,LN01311,MEM1022,Mombasa,2024-08-07,2024-08-08,19205.15,19205.15,1,Paid on Time
PAY0012114,LN01311,MEM1022,Mombasa,2024-09-07,2024-09-07,19205.15,19205.15,0,Paid on Time
PAY0012115,LN01311,MEM1022,Mombasa,2024-10-07,2024-10-07,19205.15,19205.15,0,Paid on Time
